#         phi         beta*phi         <Nv>_phi        <delNv^2>             dydx
     -0.11100000     -0.04450077   2134.51944872    875.91382625  -3167.83775669
     -0.11000000     -0.04409987   2134.16891999    872.76391049  -3149.91575200
     -0.10900000     -0.04369896   2133.81965046    869.63207162  -3131.83887489
     -0.10800000     -0.04329805   2133.47163286    866.51846042  -3113.61119431
     -0.10700000     -0.04289714   2133.12485985    863.42322334  -3095.23708653
     -0.10600000     -0.04249623   2132.77932405    860.34650244  -3076.72089990
     -0.10500000     -0.04209533   2132.43501798    857.28843545  -3058.06698464
     -0.10400000     -0.04169442   2132.09193416    854.24915562  -3039.27983437
     -0.10300000     -0.04129351   2131.75006503    851.22879171  -3020.36390919
     -0.10200000     -0.04089260   2131.40940297    848.22746784  -3001.32387318
     -0.10100000     -0.04049170   2131.06994033    845.24530361  -2982.16422554
     -0.10000000     -0.04009079   2130.73166940    842.28241398  -2962.88963035
     -0.09900000     -0.03968988   2130.39458243    839.33890917  -2943.50480940
     -0.09800000     -0.03928897   2130.05867163    836.41489476  -2924.01441466
     -0.09700000     -0.03888806   2129.72392917    833.51047157  -2904.42318283
     -0.09600000     -0.03848716   2129.39034718    830.62573570  -2884.73587111
     -0.09500000     -0.03808625   2129.05791773    827.76077845  -2864.95725159
     -0.09400000     -0.03768534   2128.72663289    824.91568630  -2845.09215038
     -0.09300000     -0.03728443   2128.39648468    822.09054108  -2825.14522318
     -0.09200000     -0.03688352   2128.06746507    819.28541974  -2805.12133800
     -0.09100000     -0.03648262   2127.73956604    816.50039446  -2785.02527997
     -0.09000000     -0.03608171   2127.41277950    813.73553262  -2764.86183982
     -0.08900000     -0.03568080   2127.08709737    810.99089695  -2744.63566672
     -0.08800000     -0.03527989   2126.76251152    808.26654529  -2724.35166687
     -0.08700000     -0.03487899   2126.43901381    805.56253082  -2704.01446521
     -0.08600000     -0.03447808   2126.11659607    802.87890202  -2683.62880126
     -0.08500000     -0.03407717   2125.79525013    800.21570272  -2663.19929808
     -0.08400000     -0.03367626   2125.47496778    797.57297207  -2642.73064956
     -0.08300000     -0.03327535   2125.15574081    794.95074466  -2622.22741637
     -0.08200000     -0.03287445   2124.83756101    792.34905045  -2601.69420391
     -0.08100000     -0.03247354   2124.52042012    789.76791499  -2581.13546297
     -0.08000000     -0.03207263   2124.20430990    787.20735934  -2560.55564713
     -0.07900000     -0.03167172   2123.88922211    784.66740011  -2539.95923605
     -0.07800000     -0.03127081   2123.57514847    782.14804960  -2519.35050264
     -0.07700000     -0.03086991   2123.26208073    779.64931587  -2498.73373564
     -0.07600000     -0.03046900   2122.95001061    777.17120263  -2478.11323870
     -0.07500000     -0.03006809   2122.63892986    774.71370965  -2457.49297738
     -0.07400000     -0.02966718   2122.32883020    772.27683242  -2436.87723111
     -0.07300000     -0.02926627   2122.01970338    769.86056260  -2416.26982391
     -0.07200000     -0.02886537   2121.71154113    767.46488778  -2395.67482006
     -0.07100000     -0.02846446   2121.40433519    765.08979188  -2375.09589922
     -0.07000000     -0.02806355   2121.09807733    762.73525497  -2354.53691054
     -0.06900000     -0.02766264   2120.79275931    760.40125346  -2334.00150668
     -0.06800000     -0.02726174   2120.48837289    758.08776028  -2313.49317543
     -0.06700000     -0.02686083   2120.18490987    755.79474483  -2293.01545676
     -0.06600000     -0.02645992   2119.88236203    753.52217316  -2272.57166803
     -0.06500000     -0.02605901   2119.58072119    751.27000808  -2252.16508284
     -0.06400000     -0.02565810   2119.27997918    749.03820917  -2231.79890681
     -0.06300000     -0.02525720   2118.98012784    746.82673296  -2211.47621051
     -0.06200000     -0.02485629   2118.68115904    744.63553318  -2191.19977672
     -0.06100000     -0.02445538   2118.38306464    742.46456052  -2170.97266670
     -0.06000000     -0.02405447   2118.08583656    740.31376302  -2150.79749469
     -0.05900000     -0.02365356   2117.78946672    738.18308616  -2130.67686278
     -0.05800000     -0.02325266   2117.49394705    736.07247282  -2110.61333679
     -0.05700000     -0.02285175   2117.19926954    733.98186362  -2090.60920030
     -0.05600000     -0.02245084   2116.90542617    731.91119684  -2070.66678442
     -0.05500000     -0.02204993   2116.61240896    729.86040858  -2050.78826193
     -0.05400000     -0.02164903   2116.32020995    727.82943303  -2030.97554669
     -0.05300000     -0.02124812   2116.02882122    725.81820236  -2011.23067271
     -0.05200000     -0.02084721   2115.73823486    723.82664711  -1991.55524932
     -0.05100000     -0.02044630   2115.44844299    721.85469603  -1971.95107583
     -0.05000000     -0.02004539   2115.15943778    719.90227644  -1952.41959393
     -0.04900000     -0.01964449   2114.87121141    717.96931419  -1932.96224438
     -0.04800000     -0.01924358   2114.58375609    716.05573395  -1913.58024068
     -0.04700000     -0.01884267   2114.29706406    714.16145914  -1894.27480847
     -0.04600000     -0.01844176   2114.01112761    712.28641222  -1875.04691910
     -0.04500000     -0.01804085   2113.72593904    710.43051478  -1855.89744616
     -0.04400000     -0.01763995   2113.44149069    708.59368755  -1836.82722692
     -0.04300000     -0.01723904   2113.15777492    706.77585076  -1817.83679314
     -0.04200000     -0.01683813   2112.87478415    704.97692403  -1798.92672971
     -0.04100000     -0.01643722   2112.59251081    703.19682660  -1780.09743244
     -0.04000000     -0.01603632   2112.31094735    701.43547749  -1761.34910341
     -0.03900000     -0.01563541   2112.03008630    699.69279564  -1742.68185534
     -0.03800000     -0.01523450   2111.74992017    697.96869986  -1724.09577947
     -0.03700000     -0.01483359   2111.47044153    696.26310918  -1705.59067652
     -0.03600000     -0.01443268   2111.19164298    694.57594285  -1687.16633320
     -0.03500000     -0.01403178   2110.91351715    692.90712048  -1668.82237047
     -0.03400000     -0.01363087   2110.63605669    691.25656217  -1650.55831149
     -0.03300000     -0.01322996   2110.35925432    689.62418866  -1632.37350620
     -0.03200000     -0.01282905   2110.08310274    688.00992140  -1614.26726077
     -0.03100000     -0.01242814   2109.80759472    686.41368270  -1596.23869415
     -0.03000000     -0.01202724   2109.53272304    684.83539585  -1578.28685455
     -0.02900000     -0.01162633   2109.25848052    683.27498523  -1560.41061785
     -0.02800000     -0.01122542   2108.98486001    681.73237637  -1542.60886554
     -0.02700000     -0.01082451   2108.71185439    680.20749621  -1524.88015778
     -0.02600000     -0.01042360   2108.43945657    678.70027309  -1507.22311623
     -0.02500000     -0.01002270   2108.16765947    677.21063685  -1489.63623867
     -0.02400000     -0.00962179   2107.89645607    675.73851901  -1472.11784590
     -0.02300000     -0.00922088   2107.62583935    674.28385286  -1454.66614328
     -0.02200000     -0.00881997   2107.35580234    672.84657353  -1437.27933336
     -0.02100000     -0.00841907   2107.08633806    671.42661815  -1419.95538305
     -0.02000000     -0.00801816   2106.81743959    670.02392586  -1402.69228909
     -0.01900000     -0.00761725   2106.54910002    668.63843804  -1385.48781536
     -0.01800000     -0.00721634   2106.28131247    667.27009830  -1368.33974346
     -0.01700000     -0.00681543   2106.01407006    665.91885260  -1351.24570411
     -0.01600000     -0.00641453   2105.74736597    664.58464937  -1334.20322742
     -0.01500000     -0.00601362   2105.48119335    663.26743957  -1317.20979977
     -0.01400000     -0.00561271   2105.21554542    661.96717681  -1300.26276410
     -0.01300000     -0.00521180   2104.95041539    660.68381747  -1283.35933387
     -0.01200000     -0.00481089   2104.68579648    659.41732061  -1266.49686229
     -0.01100000     -0.00440999   2104.42168195    658.16764831  -1249.67229459
     -0.01000000     -0.00400908   2104.15806505    656.93476549  -1232.88282845
     -0.00900000     -0.00360817   2103.89493906    655.71864022  -1216.12526476
     -0.00800000     -0.00320726   2103.63229728    654.51924367  -1199.39655159
     -0.00700000     -0.00280636   2103.37013299    653.33655013  -1182.69354384
     -0.00600000     -0.00240545   2103.10843951    652.17053719  -1166.01294000
     -0.00500000     -0.00200454   2102.84721016    651.02118578  -1149.35140777
     -0.00400000     -0.00160363   2102.58643825    649.88848017  -1132.70561211
     -0.00300000     -0.00120272   2102.32611712    648.77240812  -1116.07204936
     -0.00200000     -0.00080182   2102.06624009    647.67296088  -1099.44723547
     -0.00100000     -0.00040091   2101.80680051    646.59013328  -1082.82759879
      0.00000000      0.00000000   2101.54779172    645.52392374  -1066.20954443
      0.00100000      0.00040091   2101.28920704    644.47433433  -1049.58940577
      0.00200000      0.00080182   2101.03103983    643.44137088  -1032.96345193
      0.00300000      0.00120272   2100.77328340    642.42504292  -1016.32795949
      0.00400000      0.00160363   2100.51593108    641.42536384   -999.67907742
      0.00500000      0.00200454   2100.25897621    640.44235076   -983.01308788
      0.00600000      0.00240545   2100.00241209    639.47602482   -966.32593125
      0.00700000      0.00280636   2099.74623203    638.52641094   -949.61388875
      0.00800000      0.00320726   2099.49042932    637.59353798   -932.87295196
      0.00900000      0.00360817   2099.23499724    636.67743887   -916.09910969
      0.01000000      0.00400908   2098.97992907    635.77815034   -899.28853791
      0.01100000      0.00440999   2098.72521806    634.89571331   -882.43702799
      0.01200000      0.00481089   2098.47085743    634.03017260   -865.54070562
      0.01300000      0.00521180   2098.21684041    633.18157709   -848.59550744
      0.01400000      0.00561271   2097.96316020    632.34997976   -831.59733005
      0.01500000      0.00601362   2097.70980996    631.53543757   -814.54219297
      0.01600000      0.00641453   2097.45678285    630.73801158   -797.42599279
      0.01700000      0.00681543   2097.20407199    629.95776687   -780.24470806
      0.01800000      0.00721634   2096.95167049    629.19477264   -762.99423072
      0.01900000      0.00761725   2096.69957140    628.44910214   -745.67049649
      0.02000000      0.00801816   2096.44776777    627.72083264   -728.26949880
      0.02100000      0.00841907   2096.19625261    627.01004546   -710.78718174
      0.02200000      0.00881997   2095.94501890    626.31682592   -693.21954809
      0.02300000      0.00922088   2095.69405956    625.64126342   -675.56249350
      0.02400000      0.00962179   2095.44336750    624.98345128   -657.81213716
      0.02500000      0.01002270   2095.19293560    624.34348685   -639.96443432
      0.02600000      0.01042360   2094.94275666    623.72147134   -622.01551441
      0.02700000      0.01082451   2094.69282349    623.11750993   -603.96140255
      0.02800000      0.01122542   2094.44312880    622.53171173   -585.79820674
      0.02900000      0.01162633   2094.19366531    621.96418954   -567.52218958
      0.03000000      0.01202724   2093.94442566    621.41506009   -549.12944324
      0.03100000      0.01242814   2093.69540246    620.88444384   -530.61625548
      0.03200000      0.01282905   2093.44658825    620.37246497   -511.97887026
      0.03300000      0.01322996   2093.19797553    619.87925130   -493.21366847
      0.03400000      0.01363087   2092.94955677    619.40493430   -474.31699559
      0.03500000      0.01403178   2092.70132436    618.94964899   -455.28531261
      0.03600000      0.01443268   2092.45327063    618.51353387   -436.11512147
      0.03700000      0.01483359   2092.20538789    618.09673089   -416.80298001
      0.03800000      0.01523450   2091.95766834    617.69938541   -397.34548330
      0.03900000      0.01563541   2091.71010417    617.32164600   -377.73940526
      0.04000000      0.01603632   2091.46268748    616.96366457   -357.98143316
      0.04100000      0.01643722   2091.21541032    616.62559611   -338.06845732
      0.04200000      0.01683813   2090.96826468    616.30759876   -317.99734663
      0.04300000      0.01723904   2090.72124248    616.00983359   -297.76517022
      0.04400000      0.01763995   2090.47433557    615.73246456   -277.36903168
      0.04500000      0.01804085   2090.22753575    615.47565853   -256.80603459
      0.04600000      0.01844176   2089.98083472    615.23958502   -236.07351165
      0.04700000      0.01884267   2089.73422416    615.02441617   -215.16884584
      0.04800000      0.01924358   2089.48769564    614.83032672   -194.08944901
      0.04900000      0.01964449   2089.24124068    614.65749378   -172.83293977
      0.05000000      0.02004539   2088.99485072    614.50609675   -151.39702894
      0.05100000      0.02044630   2088.74851713    614.37631730   -129.77944873
      0.05200000      0.02084721   2088.50223120    614.26833915   -107.97815397
      0.05300000      0.02124812   2088.25598416    614.18234802    -85.99112742
      0.05400000      0.02164903   2088.00976715    614.11853145    -63.81657254
      0.05500000      0.02204993   2087.76357126    614.07707870    -41.45275336
      0.05600000      0.02245084   2087.51738747    614.05818066    -18.89803167
      0.05700000      0.02285175   2087.27120670    614.06202963      3.84896994
      0.05800000      0.02325266   2087.02501979    614.08881931     26.78967826
      0.05900000      0.02365356   2086.77881752    614.13874449     49.92518015
      0.06000000      0.02405447   2086.53259056    614.21200107     73.25658109
      0.06100000      0.02445538   2086.28632952    614.30878580     96.78472392
      0.06200000      0.02485629   2086.04002493    614.42929615    120.51035091
      0.06300000      0.02525720   2085.79366723    614.57373026    144.43411306
      0.06400000      0.02565810   2085.54724681    614.74228653    168.55626740
      0.06500000      0.02605901   2085.30075394    614.93516375    192.87722372
      0.06600000      0.02645992   2085.05417883    615.15256077    217.39701834
      0.06700000      0.02686083   2084.80751162    615.39467627    242.11550131
      0.06800000      0.02726174   2084.56074236    615.66170876    267.03249011
      0.06900000      0.02766264   2084.31386101    615.95385626    292.14749951
      0.07000000      0.02806355   2084.06685747    616.27131616    317.45990179
      0.07100000      0.02846446   2083.81972155    616.61428502    342.96885878
      0.07200000      0.02886537   2083.57244299    616.98295844    368.67341306
      0.07300000      0.02926627   2083.32501144    617.37753071    394.57227383
      0.07400000      0.02966718   2083.07741648    617.79819481    420.66410184
      0.07500000      0.03006809   2082.82964760    618.24514203    446.94722071
      0.07600000      0.03046900   2082.58169425    618.71856188    473.41985069
      0.07700000      0.03086991   2082.33354575    619.21864176    500.07987488
      0.07800000      0.03127081   2082.08519140    619.74556692    526.92516055
      0.07900000      0.03167172   2081.83662038    620.29951999    553.95307578
      0.08000000      0.03207263   2081.58782184    620.88068101    581.16101753
      0.08100000      0.03247354   2081.33878482    621.48922700    608.54598321
      0.08200000      0.03287445   2081.08949830    622.12533184    636.10484637
      0.08300000      0.03327535   2080.83995122    622.78916602    663.83417789
      0.08400000      0.03367626   2080.59013241    623.48089629    691.73027389
      0.08500000      0.03407717   2080.34003067    624.20068560    719.78931129
      0.08600000      0.03447808   2080.08963470    624.94869268    748.00707959
      0.08700000      0.03487899   2079.83893317    625.72507188    776.37919970
      0.08800000      0.03527989   2079.58791467    626.52997284    804.90095913
      0.08900000      0.03568080   2079.33656774    627.36354033    833.56748242
      0.09000000      0.03608171   2079.08488085    628.22591386    862.37353180
      0.09100000      0.03648262   2078.83284244    629.11722750    891.31364133
      0.09200000      0.03688352   2078.58044087    630.03760957    920.38207594
      0.09300000      0.03728443   2078.32766446    630.98718244    949.57286771
      0.09400000      0.03768534   2078.07450149    631.96606204    978.87959797
      0.09500000      0.03808625   2077.82094019    632.97435787   1008.29582568
      0.09600000      0.03848716   2077.56696874    634.01217242   1037.81455103
      0.09700000      0.03888806   2077.31257528    635.07960112   1067.42870249
      0.09800000      0.03928897   2077.05774794    636.17673189   1097.13076986
      0.09900000      0.03968988   2076.80247478    637.30364491   1126.91301946
      0.10000000      0.04009079   2076.54674385    638.46041230   1156.76738881
      0.10100000      0.04049170   2076.29054317    639.64709785   1186.68554909
      0.10200000      0.04089260   2076.03386073    640.86375668   1216.65883157
      0.10300000      0.04129351   2075.77668450    642.11043491   1246.67823408
      0.10400000      0.04169442   2075.51900245    643.38716945   1276.73453931
      0.10500000      0.04209533   2075.26080252    644.69398756   1306.81810435
      0.10600000      0.04249623   2075.00207263    646.03090662   1336.91906743
      0.10700000      0.04289714   2074.74280074    647.39793389   1367.02726502
      0.10800000      0.04329805   2074.48297475    648.79506596   1397.13206887
      0.10900000      0.04369896   2074.22258261    650.22228867   1427.22271569
      0.11000000      0.04409987   2073.96161226    651.67957668   1457.28800446
      0.11100000      0.04450077   2073.70005165    653.16689319   1487.31651064
      0.11200000      0.04490168   2073.43788875    654.68418962   1517.29642972
      0.11300000      0.04530259   2073.17511156    656.23140527   1547.21565079
      0.11400000      0.04570350   2072.91170809    657.80846698   1577.06171274
      0.11500000      0.04610441   2072.64766639    659.41528895   1606.82196729
      0.11600000      0.04650531   2072.38297456    661.05177224   1636.48329582
      0.11700000      0.04690622   2072.11762072    662.71780462   1666.03237856
      0.11800000      0.04730713   2071.85159305    664.41326016   1695.45553252
      0.11900000      0.04770804   2071.58487979    666.13799896   1724.73880649
      0.12000000      0.04810895   2071.31746922    667.89186685   1753.86789069
      0.12100000      0.04850985   2071.04934970    669.67469506   1782.82820992
      0.12200000      0.04891076   2070.78050966    671.48629997   1811.60491146
      0.12300000      0.04931167   2070.51093759    673.32648281   1840.18283989
      0.12400000      0.04971258   2070.24062209    675.19502930   1868.54648963
      0.12500000      0.05011348   2069.96955182    677.09170947   1896.68016694
      0.12600000      0.05051439   2069.69771556    679.01627732   1924.56785310
      0.12700000      0.05091530   2069.42510218    680.96847059   1952.19326392
      0.12800000      0.05131621   2069.15170066    682.94801040   1979.53981440
      0.12900000      0.05171712   2068.87750010    684.95460116   2006.59075379
      0.13000000      0.05211802   2068.60248970    686.98793019   2033.32903236
      0.13100000      0.05251893   2068.32665883    689.04766750   2059.73731540
      0.13200000      0.05291984   2068.04999695    691.13346563   2085.79812199
      0.13300000      0.05332075   2067.77249369    693.24495932   2111.49369925
      0.13400000      0.05372166   2067.49413884    695.38176542   2136.80609223
      0.13500000      0.05412256   2067.21492231    697.54348257   2161.71715408
      0.13600000      0.05452347   2066.93483421    699.72969113   2186.20855454
      0.13700000      0.05492438   2066.65386481    701.93995288   2210.26175842
      0.13800000      0.05532529   2066.37200455    704.17381100   2233.85811225
      0.13900000      0.05572619   2066.08924407    706.43078978   2256.97878748
      0.14000000      0.05612710   2065.80557419    708.71039463   2279.60484382
      0.14100000      0.05652801   2065.52098596    711.01211176   2301.71713140
      0.14200000      0.05692892   2065.23547060    713.33540830   2323.29654228
      0.14300000      0.05732983   2064.94901958    715.67973208   2344.32377946
      0.14400000      0.05773073   2064.66162458    718.04451156   2364.77948166
      0.14500000      0.05813164   2064.37327753    720.42915590   2384.64433327
      0.14600000      0.05853255   2064.08397057    722.83305462   2403.89872715
      0.14700000      0.05893346   2063.79369611    725.25557807   2422.52344825
      0.14800000      0.05933437   2063.50244682    727.69607690   2440.49882982
      0.14900000      0.05973527   2063.21021562    730.15388248   2457.80558325
      0.15000000      0.06013618   2062.91699572    732.62830679   2474.42430258
      0.15100000      0.06053709   2062.62278058    735.11864246   2490.33566937
      0.15200000      0.06093800   2062.32756398    737.62416292   2505.52046206
      0.15300000      0.06133890   2062.03133998    740.14412245   2519.95953359
      0.15400000      0.06173981   2061.73410294    742.67775643   2533.63397811
      0.15500000      0.06214072   2061.43584753    745.22428127   2546.52483668
      0.15600000      0.06254163   2061.13656876    747.78289490   2558.61363094
      0.15700000      0.06294254   2060.83626192    750.35277671   2569.88181081
      0.15800000      0.06334344   2060.53492269    752.93308790   2580.31119313
      0.15900000      0.06374435   2060.23254704    755.52297177   2589.88386672
      0.16000000      0.06414526   2059.92913131    758.12155393   2598.58215786
      0.16100000      0.06454617   2059.62467219    760.72794260   2606.38867412
      0.16200000      0.06494708   2059.31916674    763.34122901   2613.28641418
      0.16300000      0.06534798   2059.01261237    765.96048779   2619.25877538
      0.16400000      0.06574889   2058.70500688    768.58477723   2624.28943906
      0.16500000      0.06614980   2058.39634845    771.21313982   2628.36259510
      0.16600000      0.06655071   2058.08663563    773.84460269   2631.46287017
      0.16700000      0.06695162   2057.77586737    776.47817804   2633.57534259
      0.16800000      0.06735252   2057.46404305    779.11286362   2634.68558807
      0.16900000      0.06775343   2057.15116240    781.74764335   2634.77972336
      0.17000000      0.06815434   2056.83722560    784.38148786   2633.84450786
      0.17100000      0.06855525   2056.52223323    787.01335500   2631.86713960
      0.17200000      0.06895615   2056.20618630    789.64219060   2628.83560173
      0.17300000      0.06935706   2055.88908623    792.26692893   2624.73833002
      0.17400000      0.06975797   2055.57093489    794.88649357   2619.56464313
      0.17500000      0.07015888   2055.25173456    797.49979800   2613.30442782
      0.17600000      0.07055979   2054.93148797    800.10574633   2605.94833176
      0.17700000      0.07096069   2054.61019830    802.70323411   2597.48777840
      0.17800000      0.07136160   2054.28786916    805.29114904   2587.91493345
      0.17900000      0.07176251   2053.96450460    807.86837191   2577.22286508
      0.18000000      0.07216342   2053.64010915    810.43377725   2565.40534738
      0.18100000      0.07256433   2053.31468776    812.98623433   2552.45707557
      0.18200000      0.07296523   2052.98824586    815.52460803   2538.37370034
      0.18300000      0.07336614   2052.66078932    818.04775966   2523.15163333
      0.18400000      0.07376705   2052.33232447    820.55454797   2506.78830966
      0.18500000      0.07416796   2052.00285810    823.04383011   2489.28213865
      0.18600000      0.07456886   2051.67239746    825.51446251   2470.63240036
      0.18700000      0.07496977   2051.34095025    827.96530192   2450.83940681
      0.18800000      0.07537068   2051.00852464    830.39520653   2429.90461551
      0.18900000      0.07577159   2050.67512924    832.80303676   2407.83022530
      0.19000000      0.07617250   2050.34077315    835.18765652   2384.61976219
      0.19100000      0.07657340   2050.00546588    837.54793412   2360.27759407
      0.19200000      0.07697431   2049.66921743    839.88274337   2334.80925392
      0.19300000      0.07737522   2049.33203822    842.19096480   2308.22143238
      0.19400000      0.07777613   2048.99393915    844.47148656   2280.52175511
      0.19500000      0.07817704   2048.65493153    846.72320552   2251.71895884
      0.19600000      0.07857794   2048.31502714    848.94502858   2221.82306088
      0.19700000      0.07897885   2047.97423818    851.13587354   2190.84496610
      0.19800000      0.07937976   2047.63257727    853.29467040   2158.79685618
      0.19900000      0.07978067   2047.29005749    855.42036235   2125.69194846
      0.20000000      0.08018158   2046.94669232    857.51190693   2091.54458437
      0.20100000      0.08058248   2046.60249564    859.56827720   2056.37026485
      0.20200000      0.08098339   2046.25748177    861.58846275   2020.18555021
      0.20300000      0.08138430   2045.91166541    863.57147087   1983.00811788
      0.20400000      0.08178521   2045.56506166    865.51632761   1944.85674519
      0.20500000      0.08218611   2045.21768601    867.42207896   1905.75134940
      0.20600000      0.08258702   2044.86955433    869.28779180   1865.71283778
      0.20700000      0.08298793   2044.52068284    871.11255504   1824.76324122
      0.20800000      0.08338884   2044.17108815    872.89548067   1782.92563464
      0.20900000      0.08378975   2043.82078720    874.63570478   1740.22410577
      0.21000000      0.08419065   2043.46979729    876.33238854   1696.68376399
      0.21100000      0.08459156   2043.11813602    877.98471929   1652.33074501
      0.21200000      0.08499247   2042.76582134    879.59191139   1607.19209956
      0.21300000      0.08539338   2042.41287150    881.15320727   1561.29587861
      0.21400000      0.08579429   2042.05930505    882.66787829   1514.67102487
      0.21500000      0.08619519   2041.70514082    884.13522565   1467.34735556
      0.21600000      0.08659610   2041.35039792    885.55458126   1419.35561085
      0.21700000      0.08699701   2040.99509571    886.92530857   1370.72730996
      0.21800000      0.08739792   2040.63925382    888.24680334   1321.49477489
      0.21900000      0.08779882   2040.28289209    889.51849447   1271.69112442
      0.22000000      0.08819973   2039.92603060    890.73984463   1221.35016741
      0.22100000      0.08860064   2039.56868965    891.91035107   1170.50643312
      0.22200000      0.08900155   2039.21088969    893.02954614   1119.19506965
      0.22300000      0.08940246   2038.85265141    894.09699799   1067.45185377
      0.22400000      0.08980336   2038.49399561    895.11231113   1015.31314291
      0.22500000      0.09020427   2038.13494327    896.07512690    962.81576809
      0.22600000      0.09060518   2037.77551551    896.98512402    909.99711584
      0.22700000      0.09100609   2037.41573357    897.84201893    856.89491127
      0.22800000      0.09140700   2037.05561877    898.64556632    803.54739353
      0.22900000      0.09180790   2036.69519256    899.39555932    749.99299971
      0.23000000      0.09220881   2036.33447643    900.09182992    696.27060229
      0.23100000      0.09260972   2035.97349195    900.73424910    642.41917105
      0.23200000      0.09301063   2035.61226073    901.32272711    588.47801108
      0.23300000      0.09341153   2035.25080440    901.85721361    534.48650520
      0.23400000      0.09381244   2034.88914463    902.33769775    480.48413964
      0.23500000      0.09421335   2034.52730304    902.76420816    426.51041085
      0.23600000      0.09461426   2034.16530127    903.13681309    372.60492565
      0.23700000      0.09501517   2033.80316091    903.45562018    318.80708830
      0.23800000      0.09541607   2033.44090349    903.72077650    265.15632169
      0.23900000      0.09581698   2033.07855050    903.93246833    211.69182984
      0.24000000      0.09621789   2032.71612332    904.09092096    158.45263517
      0.24100000      0.09661880   2032.35364324    904.19639848    105.47752026
      0.24200000      0.09701971   2031.99113144    904.24920340     52.80491849
      0.24300000      0.09742061   2031.62860898    904.24967639      0.47299080
      0.24400000      0.09782152   2031.26609675    904.19819582    -51.48057221
      0.24500000      0.09822243   2030.90361551    904.09517734   -103.01847989
      0.24600000      0.09862334   2030.54118583    903.94107341   -154.10392964
      0.24700000      0.09902425   2030.17882808    903.73637273   -204.70067998
      0.24800000      0.09942515   2029.81656246    903.48159968   -254.77305194
      0.24900000      0.09982606   2029.45440892    903.17731370   -304.28598030
      0.25000000      0.10022697   2029.09238720    902.82410868   -353.20501914
      0.25100000      0.10062788   2028.73051679    902.42261215   -401.49652679
      0.25200000      0.10102878   2028.36881690    901.97348465   -449.12750041
      0.25300000      0.10142969   2028.00730651    901.47741888   -496.06576841
      0.25400000      0.10183060   2027.64600429    900.93513895   -542.27993218
      0.25500000      0.10223151   2027.28492860    900.34739946   -587.73948718
      0.25600000      0.10263242   2026.92409753    899.71498471   -632.41475727
      0.25700000      0.10303332   2026.56352882    899.03870771   -676.27699813
      0.25800000      0.10343423   2026.20323989    898.31940933   -719.29838322
      0.25900000      0.10383514   2025.84324780    897.55795726   -761.45206764
      0.26000000      0.10423605   2025.48356929    896.75524505   -802.71220813
      0.26100000      0.10463696   2025.12422071    895.91219113   -843.05392206
      0.26200000      0.10503786   2024.76521805    895.02973770   -882.45343231
      0.26300000      0.10543877   2024.40657691    894.10884977   -920.88792939
      0.26400000      0.10583968   2024.04831250    893.15051401   -958.33575632
      0.26500000      0.10624059   2023.69043963    892.15573775   -994.77626383
      0.26600000      0.10664149   2023.33297271    891.12554774  -1030.19001055
      0.26700000      0.10704240   2022.97592572    890.06098924  -1064.55849856
      0.26800000      0.10744331   2022.61931224    888.96312469  -1097.86454542
      0.26900000      0.10784422   2022.26314540    887.83303273  -1130.09196287
      0.27000000      0.10824513   2021.90743789    886.67180699  -1161.22573614
      0.27100000      0.10864603   2021.55220199    885.48055497  -1191.25202112
      0.27200000      0.10904694   2021.19744950    884.26039693  -1220.15804332
      0.27300000      0.10944785   2020.84319179    883.01246466  -1247.93226924
      0.27400000      0.10984876   2020.48943976    881.73790040  -1274.56425456
      0.27500000      0.11024967   2020.13620386    880.43785576  -1300.04464649
      0.27600000      0.11065057   2019.78349407    879.11349046  -1324.36530245
      0.27700000      0.11105148   2019.43131991    877.76597122  -1347.51923615
      0.27800000      0.11145239   2019.07969042    876.39647078  -1369.50043775
      0.27900000      0.11185330   2018.72861419    875.00616661  -1390.30417241
      0.28000000      0.11225421   2018.37809932    873.59623991  -1409.92669854
      0.28100000      0.11265511   2018.02815343    872.16787453  -1428.36537771
      0.28200000      0.11305602   2017.67878369    870.72225580  -1445.61872818
      0.28300000      0.11345693   2017.32999676    869.26056959  -1461.68621257
      0.28400000      0.11385784   2016.98179886    867.78400119  -1476.56840133
      0.28500000      0.11425874   2016.63419571    866.29373432  -1490.26686745
      0.28600000      0.11465965   2016.28719257    864.79095010  -1502.78422516
      0.28700000      0.11506056   2015.94079422    863.27682608  -1514.12402233
      0.28800000      0.11546147   2015.59500497    861.75253528  -1524.29079777
      0.28900000      0.11586238   2015.24982867    860.21924523  -1533.29004906
      0.29000000      0.11626328   2014.90526868    858.67811704  -1541.12818697
      0.29100000      0.11666419   2014.56132792    857.13030457  -1547.81246930
      0.29200000      0.11706510   2014.21800884    855.57695346  -1553.35111590
      0.29300000      0.11746601   2013.87531344    854.01920033  -1557.75312474
      0.29400000      0.11786692   2013.53324324    852.45817198  -1561.02835015
      0.29500000      0.11826782   2013.19179934    850.89498458  -1563.18740174
      0.29600000      0.11866873   2012.85098238    849.33074286  -1564.24171850
      0.29700000      0.11906964   2012.51079256    847.76653942  -1564.20344021
      0.29800000      0.11947055   2012.17122966    846.20345402  -1563.08540329
      0.29900000      0.11987145   2011.83229301    844.64255283  -1560.90119016
      0.30000000      0.12027236   2011.49398153    843.08488786  -1557.66496668
      0.30100000      0.12067327   2011.15629370    841.53149622  -1553.39163914
